Sitio,Grupo,Tipo,Fecha,Transecto,Bloque,Numero,SHJ ID,FVE ID,DFM ID,Codigo,Largo,Swab,Dedo,Recap,Foto,Muerto,Notas
JS-N,Laguna,N,07/10/22,4,B,433,priach,priach,priach,0002,2.9,Y,Y,N,433,,
FLL-B,Laguna,B,07/10/22,1,C,R80,priach,priach,priach,0005,NA,N,N,Y,R80,,
FLL-B,Laguna,B,07/10/22,2,C,434,priach,priach,priach,0005,2.7,Y,Y,N,434,,
FLL-B,Laguna,B,07/10/22,4,B,R81,priach,priach,priach,0005,NA,N,N,Y,R81,,
DB-N,Laguna,N,08/10/22,1,A,435,priach,priach,priach,0040,2.6,Y,Y,N,435,,
DB-N,Laguna,N,08/10/22,1,B,436,priach,priach,priach,0040,2.9,Y,Y,N,436,,
DB-N,Laguna,N,08/10/22,1,C,437,boapel,boapel,boapel,0040,4.5,Y,Y,N,437,,
DB-N,Laguna,N,08/10/22,1,D,438,boapel,boapel,boapel,0040,3.7,Y,Y,N,438,,
DB-N,Laguna,N,08/10/22,1,D,439,scitsa,scitsa,boapel,0040,3.0,Y,Y,N,439,,
DB-N,Laguna,N,08/10/22,1,D,440,boapel,boapel,boapel,0040,5.0,Y,Y,N,440,,
DB-N,Laguna,N,08/10/22,2,A,441,boapel,boapel,boapel,0040,4.7,Y,Y,N,441,,
DB-N,Laguna,N,08/10/22,2,A,442,boapel,boapel,boapel,0040,5.3,Y,Y,N,442,muerto,murio
DB-N,Laguna,N,08/10/22,2,A,443,priach,priach,priach,0040,4.2,Y,Y,N,443,,
DB-N,Laguna,N,08/10/22,2,A,444,priach,priach,priach,0040,3.4,Y,Y,N,444,,
DB-N,Laguna,N,08/10/22,2,A,445,priach,priach,priach,0040,3.7,Y,Y,N,436,,
DB-N,Laguna,N,08/10/22,2,B,446,scitsa,scitsa,scitsa,0040,3.5,Y,Y,N,446,,
DB-N,Laguna,N,08/10/22,2,B,447,priach,priach,priach,0040,3.1,Y,Y,N,447,,
DB-N,Laguna,N,08/10/22,2,B,448,boapel,boapel,boapel,0040,4.5,Y,Y,N,448,,
DB-N,Laguna,N,08/10/22,2,C,449,priach,priach,priach,4040,2.9,Y,Y,N,449,,
DB-N,Laguna,N,08/10/22,2,D,450,priach,priach,priach,0040,2.7,Y,Y,N,450,,
DB-N,Laguna,N,08/10/22,2,D,451,barpul,barpul,barpul,4040,2.7,Y,Y,N,451,,
DB-N,Laguna,N,08/10/22,3,A,452,boapel,boapel,boapel,0040,5.5,Y,Y,N,452,,
DB-N,Laguna,N,08/10/22,3,B,453,priach,priach,priach,0040,2.8,Y,Y,N,453,,
DB-N,Laguna,N,08/10/22,3,B,454,priwal,priwal,priwal,0040,3.8,Y,Y,N,454,,pristimantis walkeri
DB-N,Laguna,N,08/10/22,3,C,455,priach,priach,priach,0040,2.6,Y,Y,N,455,,
DB-N,Laguna,N,08/10/22,3,C,456,priach,priach,priach,0040,3.0,Y,Y,N,456,,
DB-N,Laguna,N,08/10/22,4,A,457,priach,priach,priach,0040,2.6,Y,Y,N,457,,
DB-N,Laguna,N,08/10/22,4,A,458,priach,priach,priach,0040,2.9,Y,Y,N,458,,
DB-N,Laguna,N,08/10/22,4,A,459,priach,priach,priach,0040,2.7,Y,Y,N,459,,
DB-N,Laguna,N,08/10/22,4,B,460,priach,priach,priach,0040,4.1,Y,Y,N,460,,
DB-N,Laguna,N,08/10/22,4,B,461,scitsa,scitsa,,0040,2.3,Y,Y,N,439,,
DB-N,Laguna,N,08/10/22,4,C,462,priach,priach,priach,0040,2.9,Y,Y,N,462,,
DB-N,Laguna,N,08/10/22,4,D,463,cralon,cralon,cralon,0040,3.8,Y,Y,N,463,,craugastor longirostris
DB-C,Laguna,C,08/10/22,1,B,464,boapel,boapel,boapel,0030,4.7,Y,Y,N,464,,
DB-C,Laguna,C,08/10/22,2,A,465,priach,priach,priach,0030,3.7,Y,Y,N,465,,
DB-C,Laguna,C,08/10/22,2,B,466,priach,priach,priach,0030,3.4,Y,Y,N,466,,
DB-C,Laguna,C,08/10/22,2,C,467,priach,priach,priach,0030,3.0,Y,Y,N,467,,
DB-C,Laguna,C,08/10/22,3,A,468,scitsa,scitsa,,0030,2.7,Y,Y,N,439,,
DB-C,Laguna,C,08/10/22,3,A,469,scitsa,scitsa,,0030,2.5,Y,Y,N,439,,
DB-C,Laguna,C,08/10/22,4,D,470,scitsa,scitsa,,0030,2.4,Y,Y,N,439,,
DB-C,Laguna,C,08/10/22,4,D,471,barpul,barpul,,0030,2.7,Y,Y,N,451,,
DB-N,Laguna,N,10/10/22,1,C,472,boapel?,boapel,boapel,0040,4.0,Y,Y,N,472,,
DB-N,Laguna,N,10/10/22,1,C,R82,boapel,boapel,boapel,0040,NA,N,N,Y,R82,,B. pellucens? B. rufilela?
DB-N,Laguna,N,10/10/22,1,C,473,priach,priach,priach,0040,3.1,Y,Y,N,473,,
DB-N,Laguna,N,10/10/22,1,D,474,priach,priach,priach,0040,1.7,Y,Y,N,474,,
DB-N,Laguna,N,10/10/22,2,A,R83,priach,priach,,0040,NA,N,N,Y,473,,
DB-N,Laguna,N,10/10/22,2,A,475,barpul,barpul,barpul,0040,2.3,Y,Y,N,475,,
DB-N,Laguna,N,10/10/22,2,B,R84,boapel,boapel,,0040,NA,N,N,Y,R82,,
DB-N,Laguna,N,10/10/22,2,C,476,boapel,boapel,boapel,0040,5.3,Y,Y,N,476,,
DB-N,Laguna,N,10/10/22,2,C,477,barpul,barpul,,0040,2.5,Y,Y,N,475,muerto,murio
DB-N,Laguna,N,10/10/22,2,D,478,scitsa,scitsa,boapel,0040,4.2,Y,Y,N,478,,
DB-N,Laguna,N,10/10/22,2,D,479,boapel,boapel,,0040,4.3,Y,Y,N,476,,
DB-N,Laguna,N,10/10/22,3,C,480,barpul,barpul,barpul,0040,2.2,Y,Y,N,480,,
DB-N,Laguna,N,10/10/22,3,C,481,priach,priach,priach,0040,3.6,Y,Y,N,481,,
DB-N,Laguna,N,10/10/22,3,D,482,barpul,barpul,,0040,2.5,Y,Y,N,475,,
DB-N,Laguna,N,10/10/22,3,D,483,barpul,barpul,,0040,5.1,Y,Y,N,476,,
DB-N,Laguna,N,10/10/22,4,B,484,priach,priach,priach,0040,4.3,Y,Y,N,473,,
DB-N,Laguna,N,10/10/22,4,C,485,priach,priach,,0040,2.3,Y,Y,N,485,,
DB-N,Laguna,N,10/10/22,4,C,486,scitsa,scisug,boapel,0040,2.6,Y,Y,N,486,,Scinax sugillatus
DB-N,Laguna,N,10/10/22,4,C,487,priach,priach,priach,0040,3.0,Y,Y,N,487,,
DB-N,Laguna,N,10/10/22,4,D,488,barpul,barpul,,0040,2.3,Y,Y,N,475,,
DB-C,Laguna,C,10/10/22,1,A,489,scitsa,scitsa,,0030,2.4,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,1,A,490,scitsa,scitsa,,0030,1.9,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,1,B,491,scitsa,scitsa,,0030,2.1,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,1,C,492,priach,priach,,0030,4.5,Y,Y,N,473,,
DB-C,Laguna,C,10/10/22,2,A,493,scitsa,scitsa,,0030,2.3,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,2,C,494,scitsa,scitsa,,0030,2.5,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,2,C,495,scitsa,scitsa,,0030,3.8,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,2,C,496,scitsa,scitsa,,0030,2.3,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,2,D,497,scitsa,boa?,,0030,2.7,Y,Y,N,486,,not sure sp ID
DB-C,Laguna,C,10/10/22,3,A,R85,priach,priach,priach,0030,NA,N,N,Y,R85,,
DB-C,Laguna,C,10/10/22,3,A,498,scitsa,priach,,0030,2.7,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,3,B,R86,scitsa,priach,,0030,NA,N,N,Y,486,,
DB-C,Laguna,C,10/10/22,3,B,499,scitsa,priach,,0030,2.3,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,4,C,500,scitsa,priach,,0030,3.5,Y,Y,N,486,,
DB-C,Laguna,C,10/10/22,4,D,501,scitsa,priach,,0030,3.5,Y,Y,N,486,,
DB-N,Laguna,N,12/10/22,1,A,R87,priach,priach,priach,0040,NA,N,N,Y,R87,,
DB-N,Laguna,N,12/10/22,1,D,R88,scitsa,scitsa,Boana pellucens,0040,NA,N,N,Y,R88,,
DB-N,Laguna,N,12/10/22,2,A,502,barpul,barpul,barpul,0040,2.0,Y,Y,N,502,,
DB-N,Laguna,N,12/10/22,2,B,503,priach,priach,priach,0040,2.3,Y,Y,N,503,,
DB-N,Laguna,N,12/10/22,2,B,504,boapel,boapel,boapel,0040,4.6,Y,Y,N,504,,
DB-N,Laguna,N,12/10/22,2,B,R89,scitsa,scitsa,,0040,NA,N,N,Y,R88,,
DB-N,Laguna,N,12/10/22,2,C,505,priach,priach,priach,0040,3.4,Y,Y,N,505,,
DB-N,Laguna,N,12/10/22,2,D,506,boapel,boapel,boapel,0040,4.5,Y,Y,N,506,,
DB-N,Laguna,N,12/10/22,3,A,507,priach,priach,priach,0040,4.2,Y,Y,N,507,,
DB-N,Laguna,N,12/10/22,3,B,508,priach,priach,,0040,2.7,Y,Y,N,505,,
DB-N,Laguna,N,12/10/22,3,B,509,priach,priach,falta fotos para ID,0040,3.5,Y,Y,N,509,,
DB-N,Laguna,N,12/10/22,3,B,510,priach,priach,,0040,2.3,Y,Y,N,505,,
DB-N,Laguna,N,12/10/22,3,C,511,priach,priach,,0040,4.2,Y,Y,N,507,,
DB-N,Laguna,N,12/10/22,3,C,512,barpul,barpul,,0040,2.3,Y,Y,N,502,,
DB-N,Laguna,N,12/10/22,3,C,R90,priach,priach,,0040,NA,N,N,Y,R87,,
DB-N,Laguna,N,12/10/22,3,D,R91,priach,priach,,0040,NA,N,N,Y,507,,
DB-N,Laguna,N,12/10/22,4,C,R92,priach,priach,,0040,NA,N,N,Y,509,,
DB-N,Laguna,N,12/10/22,4,C,513,scitsa,scitsa,,0040,3.5,Y,Y,N,R88,,
DB-N,Laguna,N,12/10/22,4,C,R93,barpul,barpul,,0040,NA,N,N,Y,502,,
DB-N,Laguna,N,12/10/22,4,C,R94,priach,priach,,0040,NA,N,N,Y,505,,
DB-N,Laguna,N,12/10/22,4,C,514,priach,priach,,0040,2.3,Y,Y,N,509,,
DB-N,Laguna,N,12/10/22,4,C,R95,scitsa,scitsa,,0040,NA,N,N,Y,R88,,
DB-N,Laguna,N,12/10/22,4,D,515,priach,priach,,0040,3.7,Y,Y,N,505,,
DB-C,Laguna,C,12/10/22,2,A,516,scitsa,scitsa,,0030,2.6,Y,Y,N,R88,,
DB-C,Laguna,C,12/10/22,2,A,517,scitsa,scitsa,,0030,2.5,Y,Y,N,R88,,
DB-C,Laguna,C,12/10/22,2,B,518,scitsa,scitsa,,0030,2.7,Y,Y,N,R88,,
DB-C,Laguna,C,12/10/22,2,D,519,scitsa,scitsa,,0030,2.5,Y,Y,N,R88,,
DB-C,Laguna,C,12/10/22,3,C,R96,scitsa,scitsa,,0030,NA,N,N,Y,R88,,
DB-C,Laguna,C,12/10/22,4,A,520,boapel,boapel,boapel,0030,5.4,Y,Y,N,520,,
DG-B,Gavilanes,B,06/11/22,1,A,521,cralon,cralon,,0005,2.6,Y,Y,N,521,,
DG-B,Gavilanes,B,06/11/22,1,B,522,priach,priach,,0005,3.6,Y,Y,N,522,,
DG-B,Gavilanes,B,06/11/22,1,C,523,epibou,epibou,,0005,1.7,Y,Y,N,523,,
DG-B,Gavilanes,B,06/11/22,1,D,524,priach,priach,,0005,3.0,Y,Y,N,522,,
DG-B,Gavilanes,B,06/11/22,1,D,525,priwal,pri?,,0005,3.6,Y,Y,N,525,colectado,P. walkeri? llevado a la estacion
DG-B,Gavilanes,B,06/11/22,1,D,526,cralon,cralon,,0005,3.1,Y,Y,N,521,,
DG-B,Gavilanes,B,06/11/22,4,A,527,cralon,cralon,,0005,2.6,Y,Y,N,527,,
DG-B,Gavilanes,B,06/11/22,4,A,528,rhiala,rhiala,,0005,3.5,Y,Y,N,528,,
DG-B,Gavilanes,B,06/11/22,4,A,529,priach,priach,,0005,4.2,Y,Y,N,529,,
DG-B,Gavilanes,B,06/11/22,4,B,530,priach,priach,,0005,2.9,Y,Y,N,530,,
DG-V,Gavilanes,V,06/11/22,1,A,531,priach,priach,,0020 + 0005 + 0002,2.6,Y,Y,N,531,,
DG-V,Gavilanes,V,06/11/22,1,A,532,priach,priach,,0020 + 0005 + 0002,2.2,Y,Y,N,522,,
DG-V,Gavilanes,V,06/11/22,1,B,533,priach,priach,,0020 + 0005 + 0002,2.9,Y,Y,N,533,,
DG-V,Gavilanes,V,06/11/22,1,D,534,priach,priach,,0020 + 0005 + 0002,3.7,Y,Y,N,534,,
DG-V,Gavilanes,V,06/11/22,2,B,535,priach,priach,,0020 + 0005 + 0002,2.9,Y,Y,N,535,,
DG-V,Gavilanes,V,06/11/22,2,B,536,priach,priach,,0020 + 0005 + 0002,2.6,Y,Y,N,536,,
DG-V,Gavilanes,V,06/11/22,2,B,537,priach,priach,,0020 + 0005 + 0002,2.7,Y,Y,N,537,,
DG-V,Gavilanes,V,06/11/22,2,D,538,priach,priach,,0020 + 0005 + 0002,3.9,Y,Y,N,538,,escapo uno del 2C
DG-V,Gavilanes,V,06/11/22,3,A,539,priach,priach,,0020,2.6,Y,Y,N,539,,
DG-V,Gavilanes,V,06/11/22,3,B,540,epibou,epibou,,0020,1.6,Y,Y,N,523,,
DG-V,Gavilanes,V,06/11/22,3,B,541,cralon,cralon,,0020,3.9,Y,Y,N,521,,no tiene una pata
DG-V,Gavilanes,V,06/11/22,3,B,542,priach,priach,,0020,2.8,Y,Y,N,542,,
DG-V,Gavilanes,V,06/11/22,3,C,543,epibou,epibou,,0020,1.7,Y,Y,N,523,,
DG-V,Gavilanes,V,06/11/22,3,D,544,priach,priach,,0020,2.9,Y,Y,N,544,,
DG-V,Gavilanes,V,06/11/22,3,D,545,priach,priach,,0020,1.7,Y,Y,N,545,,
DG-V,Gavilanes,V,06/11/22,4,B,546,priach,priach,,0020,3.8,Y,Y,N,522,,
DG-V,Gavilanes,V,06/11/22,4,B,547,priach,priach,,0020,4.0,Y,Y,N,546,,
DG-V,Gavilanes,V,06/11/22,4,D,548,epibou,epibou,,0020,1.6,Y,Y,N,523,,
DG-C,Gavilanes,C,07/11/22,1,B,549,priach,priach,,0003,4.0,Y,Y,N,549,,
DG-C,Gavilanes,C,07/11/22,1,C,550,priach,priach,,0003,2.7,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,1,C,551,priach,priach,,0003,2.8,Y,Y,N,551,,
DG-C,Gavilanes,C,07/11/22,1,A,552,priach,priach,,0003,2.8,Y,Y,N,551,,
DG-C,Gavilanes,C,07/11/22,1,C,553,priach,priach,,0003,2.7,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,1,C,554,priach,priach,,0003,2.6,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,1,D,555,priach,priach,,0003,2.4,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,1,D,556,priach,priach,,0003,3.5,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,1,D,557,priach,priach,,0003,3.7,Y,Y,N,557,,
DG-C,Gavilanes,C,07/11/22,2,A,558,priach,priach,,0003,3.5,Y,Y,N,557,,
DG-C,Gavilanes,C,07/11/22,2,A,559,priach,priach,,0003,3.1,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,2,A,560,priach,priach,,0003,2.8,Y,Y,N,551,,
DG-C,Gavilanes,C,07/11/22,2,B,561,priach,priach,,0003,4.3,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,2,C,562,priach,priach,,0003,2.1,Y,Y,N,562,,
DG-C,Gavilanes,C,07/11/22,2,C,563,priach,priach,,0003,2.2,Y,Y,N,562,,
DG-C,Gavilanes,C,07/11/22,2,C,564,priach,priach,,0003,2.8,Y,Y,N,564,,
DG-C,Gavilanes,C,07/11/22,2,D,565,priach,priach,,0003,4.2,Y,Y,N,549,,
DG-C,Gavilanes,C,07/11/22,2,D,566,priach,priach,,0003,2.3,Y,Y,N,551,,
DG-C,Gavilanes,C,07/11/22,2,D,567,priach,priach,,0003,2.2,Y,Y,N,567,,
DG-C,Gavilanes,C,07/11/22,2,D,568,priach,pri?,,0003,3.1,Y,Y,N,568,,verificar achatinus
DG-C,Gavilanes,C,07/11/22,2,D,569,priach,priach,,0003,2.7,Y,Y,N,551,,
DG-C,Gavilanes,C,07/11/22,2,D,570,priach,priach,,0003,2.4,Y,Y,N,570,,
DG-C,Gavilanes,C,07/11/22,2,D,571,priach,priach,,0003,3.1,Y,Y,N,571,,
DG-C,Gavilanes,C,07/11/22,2,D,572,priach,priach,,0003,3.6,Y,Y,N,549,,
DG-C,Gavilanes,C,07/11/22,3,A,573,priach,priach,,0003,2.4,Y,Y,N,549,,
DG-C,Gavilanes,C,07/11/22,3,B,574,priach,priach,,0003,2.2,Y,Y,N,551,,
DG-C,Gavilanes,C,07/11/22,3,C,575,priach,priach,,0003,3.2,Y,Y,N,575,,
DG-C,Gavilanes,C,07/11/22,3,C,576,priach,priach,,0003,2.9,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,3,C,577,priach,priach,,0003,2.1,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,3,D,578,priach,priach,,0003,2.7,Y,Y,N,578,,
DG-C,Gavilanes,C,07/11/22,3,C,579,priach,priach,,0003,2.2,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,3,D,580,priach,priach,,0003,1.7,Y,Y,N,570,,
DG-C,Gavilanes,C,07/11/22,4,A,581,priach,priach,,0003,3.3,Y,Y,N,550,,
DG-C,Gavilanes,C,07/11/22,4,A,582,priach,priach,,0003,1.6,Y,Y,N,551,muerto,muerto
DG-C,Gavilanes,C,07/11/22,4,A,583,priach,priach,,0003,2.7,Y,Y,N,583,,
DG-C,Gavilanes,C,07/11/22,4,A,584,priach,priach,,0003,3.7,Y,Y,N,583,,
DG-C,Gavilanes,C,07/11/22,4,A,585,priach,priach,,0003,3.7,Y,Y,N,557,,
DG-C,Gavilanes,C,07/11/22,4,C,586,priach,priach,,0003,3.2,Y,Y,N,570,,
DG-N,Gavilanes,N,07/11/22,1,A,587,priach,priach,,0020 + 0003 + 0002,2.5,Y,Y,N,557,,
DG-N,Gavilanes,N,07/11/22,1,A,588,priach,priach,,0002,2.5,Y,Y,N,588,,
DG-N,Gavilanes,N,07/11/22,1,A,589,priach,priach,,0002,3.6,Y,Y,N,589,,
DG-N,Gavilanes,N,07/11/22,1,A,590,priach,priach,,0002,2.7,Y,Y,N,570,,
DG-N,Gavilanes,N,07/11/22,1,A,591,priach,priach,,0002,3.0,Y,Y,N,562,,
DG-N,Gavilanes,N,07/11/22,1,C,592,priach,priach,,0002,3.4,Y,Y,N,562,,
DG-N,Gavilanes,N,07/11/22,2,A,593,priach,priach,,0002,2.9,Y,Y,N,593,,
DG-N,Gavilanes,N,07/11/22,2,B,594,priach,priach,,0002,2.5,Y,Y,N,594,,
DG-N,Gavilanes,N,07/11/22,2,B,595,priach,priach,,0002,3.0,Y,Y,N,595,,
DG-N,Gavilanes,N,07/11/22,2,B,596,priach,priach,,0002,3.1,Y,Y,N,594,,
DG-N,Gavilanes,N,07/11/22,2,B,597,priach,priach,,0002,2.7,Y,Y,N,594,,
DG-N,Gavilanes,N,07/11/22,2,B,598,priach,priach,,0002,2.7,Y,Y,N,594,,
DG-N,Gavilanes,N,07/11/22,2,C,599,priach,priach,,0002,3.1,Y,Y,N,594,,
DG-N,Gavilanes,N,07/11/22,2,D,600,priach,priach,,0002,2.8,Y,Y,N,550,,
DG-N,Gavilanes,N,07/11/22,2,D,601,priach,priach,,0002,3.7,Y,Y,N,601,,
DG-N,Gavilanes,N,07/11/22,3,A,602,priach,priach,,0002,2.7,Y,Y,N,550,,
DG-N,Gavilanes,N,07/11/22,3,B,603,priach,priach,,0002,2.2,Y,Y,N,551,,
DG-N,Gavilanes,N,07/11/22,3,B,604,priach,priach,,0002,1.8,Y,Y,N,604,,
DG-N,Gavilanes,N,07/11/22,3,C,605,priach,priach,,0002,2.7,Y,Y,N,557,,
DG-N,Gavilanes,N,07/11/22,3,C,606,priach,priach,,0002,4.2,Y,Y,N,557,,
DG-N,Gavilanes,N,07/11/22,4,A,607,priach,priach,,0002,2.4,Y,Y,N,551,,
DG-N,Gavilanes,N,07/11/22,4,B,608,priach,priach,,0002,2.5,Y,Y,N,571,,
DG-N,Gavilanes,N,07/11/22,4,B,609,priach,priach,,0002,2.8,Y,Y,N,594,,
DG-N,Gavilanes,N,07/11/22,4,C,610,priach,priach,,0002,2.4,Y,Y,N,551,,
DG-N,Gavilanes,N,07/11/22,4,C,611,priach,priach,,0002,2.8,Y,Y,N,557,,
DG-N,Gavilanes,N,07/11/22,4,C,612,priach,priach,,0002,2.7,Y,Y,N,551,,
DG-N,Gavilanes,N,07/11/22,4,C,613,priach,priach,,0002,3.7,Y,Y,N,571,,
DG-V,Gavilanes,V,08/11/22,1,B,614,priach,priach,,0020,2.6,Y,Y,N,614,,
DG-V,Gavilanes,V,08/11/22,1,B,R97,priach,priach,,0020,NA,N,N,Y,R97,,
DG-V,Gavilanes,V,08/11/22,1,B,615,priach,priach,,0020,2.2,Y,Y,N,R97,,
DG-V,Gavilanes,V,08/11/22,1,B,616,priach,priach,,0020,2.5,Y,Y,N,614,,
DG-V,Gavilanes,V,08/11/22,1,C,617,epibou,epibou,,0020,1.5,Y,Y,N,617,,
DG-V,Gavilanes,V,08/11/22,1,D,618,pri?,pri?,,0020,2.6,Y,Y,N,618,colectado,llevado a la USFQ
DG-V,Gavilanes,V,08/11/22,2,A,619,priach,priach,,0020,2.8,Y,Y,N,614,,
DG-V,Gavilanes,V,08/11/22,2,B,R98,priach,priach,,0020,NA,N,N,Y,614,,
DG-V,Gavilanes,V,08/11/22,2,B,620,priach,priach,,0020,2.6,Y,Y,N,614,,
DG-V,Gavilanes,V,08/11/22,2,B,621,priach,priach,,0020,2.6,Y,Y,N,614,,
DG-V,Gavilanes,V,08/11/22,2,D,R99,epibou,epibou,,0020,NA,N,N,Y,617,,
DG-V,Gavilanes,V,08/11/22,2,D,622,priach,priach,,0020,2.6,Y,Y,N,614,,
DG-V,Gavilanes,V,08/11/22,3,A,623,priach,priach,,0020,2.7,Y,Y,N,623,,
DG-V,Gavilanes,V,08/11/22,3,A,624,priach,priach,,0020,2.4,Y,Y,N,614,,
DG-V,Gavilanes,V,08/11/22,3,B,625,epibou,epibou,,0020,2.0,Y,Y,N,617,,
DG-V,Gavilanes,V,08/11/22,3,B,R100,epibou,epibou,,0020,NA,N,N,Y,617,,
DG-V,Gavilanes,V,08/11/22,3,B,R101,priach,priach,,0020,NA,N,N,Y,R101,,no tiene una pata
DG-V,Gavilanes,V,08/11/22,3,C,626,priach,priach,,0020,2.7,Y,Y,N,R97,,
DG-V,Gavilanes,V,08/11/22,4,A,627,priach,priach,,0020,2.8,Y,Y,N,R101,,
DG-V,Gavilanes,V,08/11/22,4,B,628,epibou,epibou,,0020,1.8,Y,Y,N,617,,
DG-B,Gavilanes,B,08/11/22,1,A,629,epibou,epibou,,0005,1.6,Y,Y,N,617,,
DG-B,Gavilanes,B,08/11/22,1,A,630,cralon,cralon,,0005,3.1,Y,Y,N,630,,
DG-B,Gavilanes,B,08/11/22,1,B,631,rhahae,rha?,,0005,9.0,Y,Y,N,631,,rhaebo haematiticus
DG-B,Gavilanes,B,08/11/22,1,C,R102,priach,priach,,0005,NA,N,N,Y,R102,,
DG-B,Gavilanes,B,08/11/22,1,C,632,priach,priach,,0005,3.7,Y,Y,N,R97,,
DG-B,Gavilanes,B,08/11/22,1,C,633,epibou,epibou,,0005,1.5,Y,Y,N,617,,
DG-B,Gavilanes,B,08/11/22,1,D,634,epibou,epibou,,0005,3.7,Y,Y,N,R101,,
DG-B,Gavilanes,B,08/11/22,2,B,635,priach,priach,,0005,3.6,Y,Y,N,635,,
DG-B,Gavilanes,B,08/11/22,3,B,636,priach,priach,,0005,2.5,Y,Y,N,614,,
DG-B,Gavilanes,B,08/11/22,3,C,637,rhiala,rhiala,,0500 + 0005,4.0,Y,Y,N,637,,
DG-B,Gavilanes,B,08/11/22,4,A,638,priach,priach,,0005,2.8,Y,Y,N,614,,
DG-B,Gavilanes,B,08/11/22,4,A,639,priach,priach,,0005,2.7,Y,Y,N,R101,,
DG-B,Gavilanes,B,08/11/22,4,C,640,priach,priach,,0500 + 0005,2.6,Y,Y,N,640,,
DG-B,Gavilanes,B,08/11/22,4,D,641,priach,priach,,0005,3.0,Y,Y,N,R97,,
DG-C,Gavilanes,C,09/11/22,1,A,642,priach,priach,,0003,2.9,Y,Y,N,642,,
DG-C,Gavilanes,C,09/11/22,1,A,643,priach,priach,,0003,4.1,Y,Y,N,643,,
DG-C,Gavilanes,C,09/11/22,1,C,R97,priach,priach,,0003,NA,N,N,Y,R97,,
DG-C,Gavilanes,C,09/11/22,1,D,644,priach,priach,,0003,2.3,Y,Y,N,642,,
DG-C,Gavilanes,C,09/11/22,1,D,645,priach,priach,,0003,3.6,Y,Y,N,642,,
DG-C,Gavilanes,C,09/11/22,1,D,646,priach,priach,,0003,2.7,Y,Y,N,R97,,
DG-C,Gavilanes,C,09/11/22,1,D,R98,priach,priach,,0003,NA,N,N,Y,R97,,
DG-C,Gavilanes,C,09/11/22,1,D,647,priach,priach,,0003,2.8,Y,Y,N,642,,
DG-C,Gavilanes,C,09/11/22,1,D,648,priach,priach,,0003,2.2,Y,Y,N,R97,,
DG-C,Gavilanes,C,09/11/22,1,D,R99,priach,priach,,0003,NA,N,N,Y,R99,,
DG-C,Gavilanes,C,09/11/22,1,D,649,priach,priach,,0003,3.3,Y,Y,N,642,,
DG-C,Gavilanes,C,09/11/22,2,A,650,priach,priach,,0003,2.6,Y,Y,N,650,,
DG-C,Gavilanes,C,09/11/22,2,B,R100,priach,priach,,0003,NA,N,N,Y,642,,
DG-C,Gavilanes,C,09/11/22,2,C,R101,priach,priach,,0003,NA,N,N,Y,650,,
DG-C,Gavilanes,C,09/11/22,2,B,651,priach,priach,,0003,3.9,Y,Y,N,R99,,
DG-C,Gavilanes,C,09/11/22,2,C,R102,priach,priach,,0003,NA,N,N,Y,642,,
DG-C,Gavilanes,C,09/11/22,2,C,652,pri?,pri?,,0003,2.6,Y,Y,N,652,colectado,"ni idea - JMG, llevado a USFQ"
DG-C,Gavilanes,C,09/11/22,2,C,R103,priach,priach,,0003,NA,N,N,Y,650,,
DG-C,Gavilanes,C,09/11/22,2,D,653,priach,priach,,0003,2.4,Y,Y,N,R97,,
DG-C,Gavilanes,C,09/11/22,2,D,R104,priach,priach,,0003,NA,N,N,Y,642,,
DG-C,Gavilanes,C,09/11/22,3,A,654,priach,priach,,0003,2.2,Y,Y,N,650,,
DG-C,Gavilanes,C,09/11/22,3,A,R105,priach,priach,,0003,NA,N,N,Y,650,,
DG-C,Gavilanes,C,09/11/22,3,A,R106,priach,priach,,0003,NA,N,N,Y,650,,
DG-C,Gavilanes,C,09/11/22,3,B,655,priach,priach,,0003,2.5,Y,Y,N,642,,
DG-C,Gavilanes,C,09/11/22,3,C,R107,priach,priach,,0003,NA,N,N,Y,642,,
DG-C,Gavilanes,C,09/11/22,3,C,656,priach,priach,,0003,2.6,Y,Y,N,650,,
DG-C,Gavilanes,C,09/11/22,3,C,657,priach,priach,,0003,2.6,Y,Y,N,642,,
