Sitio,Tipo,Fecha,Transecto,Bloque,Numero,Especie,FVE ID,Codigo,Largo,Swab,Dedo,Recap,Foto,Notas
FCAT-V1,V,17/09/22,1,B,255,priach,priach,2000,2.5,Y,Y,N,R44,
FCAT-V1,V,17/09/22,1,C,256,oopsyl,oopsyl,2000,2.7,Y,Y,N,256,
FCAT-V1,V,17/09/22,1,C,257,priach,priach,2000,2.9,Y,Y,N,257,
FCAT-V1,V,17/09/22,1,C,R45,priach,priach,2000,NA,N,N,Y,R45,
FCAT-V1,V,17/09/22,1,C,258,priach,priach,2000,3.7,Y,Y,N,258,
FCAT-V1,V,17/09/22,1,C,R46,priach,priach,2000,NA,N,N,Y,R44,
FCAT-V1,V,17/09/22,2,B,259,priach,priach,2000,3.6,Y,Y,N,259,
FCAT-V1,V,17/09/22,2,B,R47,priach,priach,2000,NA,N,N,Y,257,
FCAT-V1,V,17/09/22,2,C,260,priach,priach,2000,2.7,Y,Y,N,256,
FCAT-V1,V,17/09/22,2,D,261,pri ?,prinie?,2000,2.7,Y,Y,N,261,"llevado a la USFQ, estaba en un arbol"
FCAT-V1,V,17/09/22,3,A,262,priach,priach,2000,2.4,Y,Y,N,R44,
FCAT-V1,V,17/09/22,3,A,263,priach,priach,2000,2.3,Y,Y,N,263,
FCAT-V1,V,17/09/22,3,A,264,priwni ?,priros,2000,3.5,Y,Y,N,264,"llevado a la USFQ, pristmantis w nigrum?"
FCAT-V1,V,17/09/22,3,C,265,oopsyl,oopsyl,2000,2.0,Y,Y,N,256,
FCAT-V1,V,17/09/22,4,A,266,priach,priach,2000,2.0,Y,Y,N,259,
FCAT-V1,V,17/09/22,4,A,267,priach,priach,2000,3.2,Y,Y,N,267,
FCAT-V1,V,17/09/22,4,B,268,priach,priach,2000,2.7,Y,Y,N,R44,
FCAT-V1,V,17/09/22,4,C,269,oopsyl,oopsyl,2000,2.2,Y,Y,N,256,
FCAT-V1,V,17/09/22,4,D,270,priach,priach,2000,2.5,Y,Y,N,258,
FCAT-V1,V,17/09/22,4,D,271,priach,priach,2000,4.3,Y,Y,N,269,
FCAT-B1,B,17/09/22,2,D,272,priach,priach,0500,4.0,Y,Y,N,272,
FCAT-B1,B,17/09/22,3,A,273,priach,priach,2505,2.3,Y,Y,N,258,mal corté pero arreglado
FCAT-B1,B,17/09/22,4,A,274,bolsim,bolsim,0500,8.9,Y,Y,N,274,bolitoglossa sima
FCAT-B1,B,17/09/22,4,C,275,lepper,lepven,0500,12.5,Y,Y,N,275,foto correcta
FCAT-B1,B,17/09/22,4,D,276,pri?,pri?,0500,2.6,Y,Y,N,276,"llevado a la USFQ, estaba en un arbol"
FCAT-B1,B,19/09/22,1,A,277,oopsyl,oopsyl,0500,2.4,Y,Y,N,277,
FCAT-B1,B,19/09/22,1,A,278,priach,priach,0500,2.3,Y,Y,N,278,
FCAT-B1,B,19/09/22,2,A,279,priach,priach,0500,3.6,Y,Y,N,279,
FCAT-B1,B,19/09/22,3,A,280,prilat,prilat,0500,1.4,Y,Y,N,280,misma especies como la verde traida a la estacion 
FCAT-V1,V,19/09/22,1,A,281,prilat,prilat,2000,1.1,Y,Y,N,281,misma especies como la verde traida a la estacion 
FCAT-V1,V,19/09/22,1,C,R48,oopsyl,oopsyl,2200,NA,N,N,Y,272,recapturado de prueba? no tomamos dedo
FCAT-V1,V,19/09/22,2,A,282,prilat,prilat,2000,1.0,Y,Y,N,281,misma especies como la verde traida a la estacion 
FCAT-V1,V,19/09/22,2,A,283,pri?,prilati?,2000,2.9,Y,Y,N,283,misma como boca blanca
FCAT-V1,V,19/09/22,2,A,R49,priach,priach,2000,NA,N,N,Y,279,
FCAT-V1,V,19/09/22,2,A,284,priach,priach,2000,2.2,Y,Y,N,284,
FCAT-V1,V,19/09/22,2,B,285,priach,priach,2000,2.9,Y,Y,N,285,
FCAT-V1,V,19/09/22,2,C,R50,priach,priach,2000,NA,N,N,Y,279,
FCAT-V1,V,19/09/22,2,D,286,priach,priach,2000,3.1,Y,Y,N,286,
FCAT-V1,V,19/09/22,3,A,287,priach,priach,2000,1.7,Y,Y,N,284,
FCAT-V1,V,19/09/22,3,B,288,priach,priach,2000,1.7,Y,Y,N,284,
FCAT-V1,V,19/09/22,4,A,R51,priach,priach,2000,NA,N,N,Y,279,
FCAT-V1,V,19/09/22,4,B,R52,priach,priach,2000,NA,N,N,Y,279,
FCAT-V1,V,19/09/22,4,C,289,priach?,priach,2000,2.6,Y,Y,N,289,latidiscus?
FCAT-V1,V,19/09/22,4,C,290,oopsyl,oopsyl,2000,2.4,Y,Y,N,272,
FLL-B,B,03/10/22,1,A,291,priach,priach,0005,2.9,Y,Y,N,291,
FLL-B,B,03/10/22,2,A,292,priach,priach,0005,3.5,Y,Y,N,292,
FLL-B,B,03/10/22,3,A,293,priach,priach,0005,2.9,Y,Y,N,293,
FLL-B,B,03/10/22,4,A,294,priach,priach,0005,2.7,Y,Y,N,294,
FLL-V,V,03/10/22,1,B,295,barpul,barpul,0020,2.1,Y,Y,N,295,barycholos pulcher
FLL-V,V,03/10/22,1,C,296,priach,priach,0020,2.4,Y,Y,N,296,
FLL-V,V,03/10/22,1,C,297,priach,priach,0020,3.9,Y,Y,N,293,
FLL-V,V,03/10/22,1,C,298,epibou,epibou,0020,1.6,Y,Y,N,298,
FLL-V,V,03/10/22,1,D,299,barpul,barpul,0020,2.4,Y,Y,N,299,
FLL-V,V,03/10/22,2,A,300,priach,priach,0020 + 0005 + 0002,2.9,Y,Y,N,292,mal corte
FLL-V,V,03/10/22,2,A,301,priach,priach,0020,3.9,Y,Y,N,293,
FLL-V,V,03/10/22,2,A,302,priach,priach,0020,3.7,Y,Y,N,302,
FLL-V,V,03/10/22,2,B,303,cralon,cralon,0020,3.9,Y,Y,N,303,
FLL-V,V,03/10/22,2,B,304,priach,priach,0020,3.9,Y,Y,N,304,
FLL-V,V,03/10/22,3,A,305,priach,priach,0020,3.4,Y,Y,N,293,
FLL-V,V,03/10/22,3,A,306,priach,priach,0020,4.1,Y,Y,N,306,
FLL-V,V,03/10/22,3,A,307,barpul,barpul,0020,1.8,Y,Y,N,295,
FLL-V,V,03/10/22,3,B,308,barpul,barpul,0020,2.5,Y,Y,N,295,
FLL-V,V,03/10/22,3,C,309,priach,priach,0020,3.4,Y,Y,N,292,
FLL-V,V,03/10/22,3,D,310,priach,priach,0020,4.0,Y,Y,N,310,
FLL-V,V,03/10/22,4,A,311,priach,priach,0020,2.7,Y,Y,N,292,
FLL-V,V,03/10/22,4,A,312,lepmel,leplab,0020,6.4,Y,Y,N,312,"leptodactilus melanonostus, traido a la estacion como muestra. en campo lepmel, FVE leplab"
FLL-C,C,03/10/22,1,A,313,priach,priach,0003,4.0,Y,Y,N,292,
FLL-C,C,03/10/22,1,B,314,priach,priach,0003,2.9,Y,Y,N,310,
FLL-C,C,03/10/22,1,B,315,priach,priach,0003,2.7,Y,Y,N,315,
FLL-C,C,03/10/22,1,C,316,priach,priach,0003,4.1,Y,Y,N,316,
FLL-C,C,03/10/22,2,B,317,epibou,epibou,0003,1.5,Y,Y,N,298,
FLL-C,C,03/10/22,2,B,318,epibou,epibou,0003,1.7,Y,Y,N,298,
FLL-C,C,03/10/22,2,C,319,priach,priach,0003,3.6,Y,Y,N,316,
FLL-C,C,03/10/22,2,C,320,priach,priach,0003,2.7,Y,Y,N,316,
FLL-C,C,03/10/22,2,D,321,priach,priach,0003,2.8,Y,Y,N,293,
FLL-C,C,03/10/22,3,A,322,priach,priach,0003,2.7,Y,Y,N,310,
FLL-C,C,03/10/22,3,C,323,priach,priach,0003,2.9,Y,Y,N,323,
FLL-C,C,03/10/22,3,C,324,priach,priach,0003,2.7,Y,Y,N,324,
FLL-C,C,03/10/22,3,D,325,priach,priach,0003,2.7,Y,Y,N,316,
FLL-C,C,03/10/22,4,A,326,priach,priach,0003,2.6,Y,Y,N,326,
FLL-C,C,03/10/22,4,A,327,lepmel,lepmel,0033,6.0,Y,Y,N,312,
FLL-C,C,03/10/22,4,A,328,priach,priach,0003,4.0,Y,Y,N,328,
FLL-C,C,03/10/22,4,A,329,priach,priach,0003,2.6,Y,Y,N,329,
FLL-C,C,03/10/22,4,B,330,priach,priach,0003,2.5,Y,Y,N,329,
FLL-C,C,03/10/22,4,B,331,barpul,barpul,0003,2.6,Y,Y,N,331,
FLL-C,C,03/10/22,4,C,332,priach,priach,0003,3.9,Y,Y,N,332,
FLL-C,C,03/10/22,4,C,333,priach,priach,0003,2.3,Y,Y,N,323,
FLL-C,C,03/10/22,4,C,334,priach,priach,0003,2.4,Y,Y,N,310,
FLL-C,C,03/10/22,4,C,335,scitsa,scitsa,0003,2.4,Y,Y,N,335,Scinax tsachila?
FLL-C,C,03/10/22,4,D,336,scitsa,scitsa,0003,2.6,Y,Y,N,336,Scinax tsachila?
JS-N,N,03/10/22,1,B,337,barpul,barpul,0002,2.2,Y,Y,N,295,
JS-N,N,03/10/22,1,A,338,barpul,barpul,0002,2.7,Y,Y,N,295,
JS-N,N,03/10/22,2,A,339,priach,priach,0002,2.7,Y,Y,N,339,
JS-N,N,03/10/22,2,A,340,priach,priach,0002,2.0,Y,Y,N,294,
JS-N,N,03/10/22,3,B,341,epibou,epibou,0002,1.6,Y,Y,N,298,
JS-N,N,03/10/22,3,C,342,epibou,epibou,0002,1.7,Y,Y,N,298,
JS-N,N,03/10/22,4,A,343,priach,priach,0002,2.6,Y,Y,N,316,
JS-N,N,03/10/22,4,C,344,priach,priach,0002,2.7,Y,Y,N,316,
FLL-C,C,05/10/22,1,A,R53,priach,priach,0003,NA,N,N,Y,R53,
FLL-C,C,05/10/22,1,A,345,priach,priach,0003,2.5,Y,Y,N,345,
FLL-C,C,05/10/22,1,A,346,priach,priach,0003,2.9,Y,Y,N,346,
FLL-C,C,05/10/22,1,A,R54,priach,priach,0003,NA,N,N,Y,346,
FLL-C,C,05/10/22,1,A,347,priach,priach,0003,3.6,Y,Y,N,346,
FLL-C,C,05/10/22,1,A,R55,priach,priach,0003,NA,N,N,Y,R55,
FLL-C,C,05/10/22,1,B,348,priach,priach,0003,2.6,Y,Y,N,348,
FLL-C,C,05/10/22,1,D,349,priach,priach,0003,2.7,Y,Y,N,349,
FLL-C,C,05/10/22,1,D,350,priach,priach,0003,3.5,Y,Y,N,R55,
FLL-C,C,05/10/22,2,A,R56,priach,priach,0003,NA,N,N,Y,R55,
FLL-C,C,05/10/22,2,B,351,priach,priach,0003,3.5,Y,Y,N,351,
FLL-C,C,05/10/22,2,B,352,priach,priach,0003,2.5,Y,Y,N,352,
FLL-C,C,05/10/22,2,C,353,priach,priach,0003,3.6,Y,Y,N,346,
FLL-C,C,05/10/22,2,C,R57,priach,priach,0003,NA,N,N,Y,345,
FLL-C,C,05/10/22,2,D,354,priach,priach,0003,2.2,Y,Y,N,354,
FLL-C,C,05/10/22,3,A,355,priach,priach,0003,2.6,Y,Y,N,345,
FLL-C,C,05/10/22,3,B,R58,priach,priach,0003,NA,N,N,Y,346,"FVE put barpul as ID, but photo is clearly priach, changed FVE ID to priach"
FLL-C,C,05/10/22,3,B,R59,barpul,barpul,0003,NA,N,N,Y,R59,"FVE put priach as ID, but photo is clearly barpul, changed FVE ID to barpul"
FLL-C,C,05/10/22,3,B,R60,priach,priach,0003,NA,N,N,Y,345,
FLL-C,C,05/10/22,3,B,R61,priach,priach,0003,NA,N,N,Y,R61,
FLL-C,C,05/10/22,3,B,356,priach,priach,0003,2.6,Y,Y,N,356,
FLL-C,C,05/10/22,3,C,357,priach,priach,0003,2.6,Y,Y,N,348,
FLL-C,C,05/10/22,3,D,R62,priach,priach,0003,NA,N,N,Y,R62,
FLL-C,C,05/10/22,3,D,358,priach,priach,0003,2.5,Y,Y,N,352,
FLL-C,C,05/10/22,4,C,359,priach,priach,0003,2.5,Y,Y,N,359,
FLL-C,C,05/10/22,4,C,360,priach,priach,0003,2.3,Y,Y,N,346,
FLL-C,C,05/10/22,4,D,361,priach,priach,0003,2.2,Y,Y,N,361,
FLL-V,V,05/10/22,1,A,362,priach,priach,0020,2.9,Y,Y,N,354,
FLL-V,V,05/10/22,1,B,363,priach,priach,0020,2.8,Y,Y,N,363,
FLL-V,V,05/10/22,1,B,364,barpul,barpul,0020,2.2,Y,Y,N,364,"infeccion en la piel, foto correcta"
FLL-V,V,05/10/22,1,B,365,barpul,barpul,0020,2.2,Y,Y,N,365,
FLL-V,V,05/10/22,1,C,366,priach,priach,0020,3.7,Y,Y,N,366,
FLL-V,V,05/10/22,1,C,367,barpul,barpul,0020,2.7,Y,Y,N,367,
FLL-V,V,05/10/22,1,C,368,priach,priach,0020,3.9,Y,Y,N,346,
FLL-V,V,05/10/22,1,D,369,barpul,barpul,0020,2.7,Y,Y,N,367,
FLL-V,V,05/10/22,1,D,370,priach,priach,0020,2.7,Y,Y,N,370,
FLL-V,V,05/10/22,1,D,371,barpul,barpul,0020,2.4,Y,Y,N,365,
FLL-V,V,05/10/22,2,A,372,priach,priach,0020,3.2,Y,Y,N,370,
FLL-V,V,05/10/22,2,B,373,priach,priach,0020,2.9,Y,Y,N,359,
FLL-V,V,05/10/22,2,C,374,priach,priach,0020,3.7,Y,Y,N,359,
FLL-V,V,05/10/22,2,C,375,barpul,barpul,0020,2.5,Y,Y,N,365,
FLL-V,V,05/10/22,2,D,376,priach,priach,0020,3.9,Y,Y,N,346,
FLL-V,V,05/10/22,3,A,377,priach,priach,0020,2.4,Y,Y,N,346,
FLL-V,V,05/10/22,3,A,378,epibou,epibou,0020,1.6,Y,Y,N,378,
FLL-V,V,05/10/22,3,A,379,epibou,epibou,0020,1.5,Y,Y,N,378,
FLL-V,V,05/10/22,3,A,380,priach,priach,0020,2.7,Y,Y,N,345,
FLL-V,V,05/10/22,3,B,R63,priach,priach,0020,NA,N,N,Y,351,
FLL-V,V,05/10/22,3,B,381,barpul,barpul,0020,2.3,Y,Y,N,365,
FLL-V,V,05/10/22,3,B,382,priach,priach,0020,4.1,Y,Y,N,382,
FLL-V,V,05/10/22,3,C,383,priach,priach,0020,2.4,Y,Y,N,383,
FLL-V,V,05/10/22,3,C,384,barpul,barpul,0020,2.6,Y,Y,N,367,
FLL-V,V,05/10/22,4,A,385,barpul,barpul,0020,2.7,Y,Y,N,367,
FLL-V,V,05/10/22,4,A,386,scisug,scisug,0020,4.4,Y,Y,N,386,Scinax sugillatus?
FLL-V,V,05/10/22,4,B,387,priach,priach,0020,4.0,Y,Y,N,345,
FLL-B,B,05/10/22,1,D,388,priach,priach,0005,2.8,Y,Y,N,388,
FLL-B,B,05/10/22,1,D,389,priach,priach,0005,3.0,Y,Y,N,389,
FLL-B,B,05/10/22,1,D,390,priach,priach,0005,2.7,Y,Y,N,390,
FLL-B,B,05/10/22,2,A,391,priach,priach,0005,2.4,Y,Y,N,359,
FLL-B,B,05/10/22,2,B,392,priach,priach,0005,2.7,Y,Y,N,389,
FLL-B,B,05/10/22,2,D,393,priach,priach,0005,2.9,Y,Y,N,393,
FLL-B,B,05/10/22,4,B,394,priach,priach,0005,3.4,Y,Y,N,394,
JS-N,N,05/10/22,1,A,395,barpul,barpul,0005,1.9,Y,Y,N,365,
JS-N,N,05/10/22,1,B,396,priach,priach,0005,2.3,Y,Y,N,396,
JS-N,N,05/10/22,1,C,397,denebr,boaros,0005,2.4,Y,Y,N,397,Dendropsophus ebraccatus? Boana rosenebergi for FVE
JS-N,N,05/10/22,3,B,398,epibou,epibou,0005,1.5,Y,Y,N,378,
FLL-C,C,07/10/22,1,A,R64,priach,priach,0003,NA,N,N,Y,R64,
FLL-C,C,07/10/22,1,A,R65,priach,priach,0003,NA,N,N,Y,R65,
FLL-C,C,07/10/22,1,B,399,priach,priach,0003,2.1,Y,Y,N,399,
FLL-C,C,07/10/22,1,B,400,priach,priach,0003,2.9,Y,Y,N,400,
FLL-C,C,07/10/22,1,C,401,priach,priach,0003,2.6,Y,Y,N,401,
FLL-C,C,07/10/22,2,C,402,priach,priach,0003,3.6,Y,Y,N,402,
FLL-C,C,07/10/22,2,C,R66,priach,priach,0003,NA,N,N,Y,R66,
FLL-C,C,07/10/22,2,C,403,priach,priach,0003,1.6,Y,Y,N,403,
FLL-C,C,07/10/22,2,C,R67,priach,priach,0003,NA,N,N,Y,R67,
FLL-C,C,07/10/22,2,D,404,scitsa,scitsa,0003,2.7,Y,Y,N,404,
FLL-C,C,07/10/22,2,D,405,priach,priach,0003,2.7,Y,Y,N,R66,
FLL-C,C,07/10/22,3,A,406,priach,priach,0003,4.2,Y,Y,N,401,
FLL-C,C,07/10/22,3,A,R68,priach,priach,0003,NA,N,N,Y,R68,
FLL-C,C,07/10/22,3,A,407,priach,priach,0003,3.9,Y,Y,N,401,dedo deformado
FLL-C,C,07/10/22,3,A,408,scitsa,scitsa,0003,2.5,Y,Y,N,404,
FLL-C,C,07/10/22,3,B,409,priach,priach,0003,2.6,Y,Y,N,409,
FLL-C,C,07/10/22,3,B,R69,priach,priach,0003,NA,N,N,Y,R64,
FLL-C,C,07/10/22,4,A,410,priach,priach,0003,3.0,Y,Y,N,410,murio
FLL-C,C,07/10/22,4,A,R70,priach,priach,0003,NA,N,N,Y,R70,
FLL-C,C,07/10/22,4,B,411,priach,priach,0033,4.2,Y,Y,N,411,
FLL-C,C,07/10/22,4,B,412,priach,priach,0003,4.0,Y,Y,N,412,
FLL-C,C,07/10/22,4,C,413,barpul,barpul,0003,3.5,Y,Y,N,413,
FLL-C,C,07/10/22,4,C,R71,priach,priach,0003,NA,N,N,Y,R71,
FLL-C,C,07/10/22,4,C,414,scitsa,scitsa,0003,1.7,Y,Y,N,414,not sure species ID
FLL-V,V,07/10/22,1,B,415,priach,priach,0020,3.7,Y,Y,N,400,
FLL-V,V,07/10/22,1,B,R72,barpul,barpul,0020,NA,N,N,Y,413,
FLL-V,V,07/10/22,1,C,R73,priach,priach,0020,NA,N,N,Y,R73,
FLL-V,V,07/10/22,1,C,R74,priach,priach,0020,NA,N,N,Y,R74,
FLL-V,V,07/10/22,1,C,R75,cralon,cralon,0020,NA,N,N,Y,R75,
FLL-V,V,07/10/22,2,A,416,priach,priach,0020,2.3,Y,Y,N,416,
FLL-V,V,07/10/22,2,B,R76,barpul,barpul,0020,NA,N,N,Y,413,
FLL-V,V,07/10/22,2,D,417,priach,priach,0020,2.4,Y,Y,N,R70,
FLL-V,V,07/10/22,2,D,418,priach,priach,0020,4.3,Y,Y,N,418,
FLL-V,V,07/10/22,3,B,419,epibou,epibou,0020,1.5,Y,Y,N,419,
FLL-V,V,07/10/22,3,B,420,epibou,epibou,0020,1.6,Y,Y,N,419,
FLL-V,V,07/10/22,3,B,R77,priach,priach,0020,NA,N,N,Y,R77,
FLL-V,V,07/10/22,3,B,421,priach,priach,0020,4.0,Y,Y,N,421,
FLL-V,V,07/10/22,3,C,R78,priach,priach,0020,NA,N,N,Y,R78,
FLL-V,V,07/10/22,3,C,422,barpul,barpul,0020,2.2,Y,Y,N,413,
FLL-V,V,07/10/22,4,A,423,barpul,barpul,0020,2.4,Y,Y,N,413,
FLL-V,V,07/10/22,4,A,R79,priach,priach,0020,NA,N,N,Y,R70,
FLL-V,V,07/10/22,4,B,424,priach,priach,0020,2.2,Y,Y,N,424,
FLL-V,V,07/10/22,4,B,425,barpul,barpul,0020,2.2,Y,Y,N,413,
FLL-V,V,07/10/22,4,C,426,priach,priach,0020,3.6,Y,Y,N,426,
JS-N,N,07/10/22,1,B,427,barpul,barpul,0002,2.1,Y,Y,N,427,
JS-N,N,07/10/22,2,A,428,priach,priach,0002,2.7,Y,Y,N,428,
JS-N,N,07/10/22,2,C,429,priach,priach,0002,3.8,Y,Y,N,429,
JS-N,N,07/10/22,3,A,430,epibou,epibou,0002,1.7,Y,Y,N,414,
JS-N,N,07/10/22,3,C,431,barpul,barpul,0002,2.0,Y,Y,N,413,
JS-N,N,07/10/22,4,A,432,barpul,barpul,0002,2.6,Y,Y,N,413,
JS-N,N,07/10/22,4,B,433,priach,priach,0002,2.9,Y,Y,N,433,
FLL-B,B,07/10/22,1,C,R80,priach,priach,0005,NA,N,N,Y,R80,
FLL-B,B,07/10/22,2,C,434,priach,priach,0005,2.7,Y,Y,N,434,
FLL-B,B,07/10/22,4,B,R81,priach,priach,0005,NA,N,N,Y,R81,
DB-N,N,08/10/22,1,A,435,priach,priach,0040,2.6,Y,Y,N,435,
DB-N,N,08/10/22,1,B,436,priach,priach,0040,2.9,Y,Y,N,436,
DB-N,N,08/10/22,1,C,437,boapel,boapel,0040,4.5,Y,Y,N,437,
DB-N,N,08/10/22,1,D,438,boapel,boapel,0040,3.7,Y,Y,N,438,
DB-N,N,08/10/22,1,D,439,scitsa,scitsa,0040,3.0,Y,Y,N,439,
DB-N,N,08/10/22,1,D,440,boapel,boapel,0040,5.0,Y,Y,N,440,
DB-N,N,08/10/22,2,A,441,boapel,boapel,0040,4.7,Y,Y,N,441,
DB-N,N,08/10/22,2,A,442,boapel,boapel,0040,5.3,Y,Y,N,442,murio
DB-N,N,08/10/22,2,A,443,priach,priach,0040,4.2,Y,Y,N,443,
DB-N,N,08/10/22,2,A,444,priach,priach,0040,3.4,Y,Y,N,444,
DB-N,N,08/10/22,2,A,445,priach,priach,0040,3.7,Y,Y,N,436,
DB-N,N,08/10/22,2,B,446,scitsa,scitsa,0040,3.5,Y,Y,N,446,
DB-N,N,08/10/22,2,B,447,priach,priach,0040,3.1,Y,Y,N,447,
DB-N,N,08/10/22,2,B,448,boapel,boapel,0040,4.5,Y,Y,N,448,
DB-N,N,08/10/22,2,C,449,priach,priach,4040,2.9,Y,Y,N,449,
DB-N,N,08/10/22,2,D,450,priach,priach,0040,2.7,Y,Y,N,450,
DB-N,N,08/10/22,2,D,451,barpul,barpul,4040,2.7,Y,Y,N,451,
DB-N,N,08/10/22,3,A,452,boapel,boapel,0040,5.5,Y,Y,N,452,
DB-N,N,08/10/22,3,B,453,priach,priach,0040,2.8,Y,Y,N,453,
DB-N,N,08/10/22,3,B,454,priwal,priwal,0040,3.8,Y,Y,N,454,pristimantis walkeri
DB-N,N,08/10/22,3,C,455,priach,priach,0040,2.6,Y,Y,N,455,
DB-N,N,08/10/22,3,C,456,priach,priach,0040,3.0,Y,Y,N,456,
DB-N,N,08/10/22,4,A,457,priach,priach,0040,2.6,Y,Y,N,457,
DB-N,N,08/10/22,4,A,458,priach,priach,0040,2.9,Y,Y,N,458,
DB-N,N,08/10/22,4,A,459,priach,priach,0040,2.7,Y,Y,N,459,
DB-N,N,08/10/22,4,B,460,priach,priach,0040,4.1,Y,Y,N,460,
DB-N,N,08/10/22,4,B,461,scitsa,scitsa,0040,2.3,Y,Y,N,439,
DB-N,N,08/10/22,4,C,462,priach,priach,0040,2.9,Y,Y,N,462,
DB-N,N,08/10/22,4,D,463,cralon,cralon,0040,3.8,Y,Y,N,463,craugastor longirostris
DB-C,C,08/10/22,1,B,464,boapel,boapel,0030,4.7,Y,Y,N,464,
DB-C,C,08/10/22,2,A,465,priach,priach,0030,3.7,Y,Y,N,465,
DB-C,C,08/10/22,2,B,466,priach,priach,0030,3.4,Y,Y,N,466,
DB-C,C,08/10/22,2,C,467,priach,priach,0030,3.0,Y,Y,N,467,
DB-C,C,08/10/22,3,A,468,scitsa,scitsa,0030,2.7,Y,Y,N,439,
DB-C,C,08/10/22,3,A,469,scitsa,scitsa,0030,2.5,Y,Y,N,439,
DB-C,C,08/10/22,4,D,470,scitsa,scitsa,0030,2.4,Y,Y,N,439,
DB-C,C,08/10/22,4,D,471,barpul,barpul,0030,2.7,Y,Y,N,451,
DB-N,N,10/10/22,1,C,472,boapel?,boapel,0040,4.0,Y,Y,N,472,
DB-N,N,10/10/22,1,C,R82,boapel,boapel,0040,NA,N,N,Y,R82,B. pellucens? B. rufilela?
DB-N,N,10/10/22,1,C,473,priach,priach,0040,3.1,Y,Y,N,473,
DB-N,N,10/10/22,1,D,474,priach,priach,0040,1.7,Y,Y,N,474,
DB-N,N,10/10/22,2,A,R83,priach,priach,0040,NA,N,N,Y,473,
DB-N,N,10/10/22,2,A,475,barpul,barpul,0040,2.3,Y,Y,N,475,
DB-N,N,10/10/22,2,B,R84,boapel,boapel,0040,NA,N,N,Y,R82,
DB-N,N,10/10/22,2,C,476,boapel,boapel,0040,5.3,Y,Y,N,476,
DB-N,N,10/10/22,2,C,477,barpul,barpul,0040,2.5,Y,Y,N,475,murio
DB-N,N,10/10/22,2,D,478,scitsa,scitsa,0040,4.2,Y,Y,N,478,
DB-N,N,10/10/22,2,D,479,boapel,boapel,0040,4.3,Y,Y,N,476,
DB-N,N,10/10/22,3,C,480,barpul,barpul,0040,2.2,Y,Y,N,480,
DB-N,N,10/10/22,3,C,481,priach,priach,0040,3.6,Y,Y,N,481,
DB-N,N,10/10/22,3,D,482,barpul,barpul,0040,2.5,Y,Y,N,475,
DB-N,N,10/10/22,3,D,483,barpul,barpul,0040,5.1,Y,Y,N,476,
DB-N,N,10/10/22,4,B,484,priach,priach,0040,4.3,Y,Y,N,473,
DB-N,N,10/10/22,4,C,485,priach,priach,0040,2.3,Y,Y,N,485,
DB-N,N,10/10/22,4,C,486,scitsa,scisug,0040,2.6,Y,Y,N,486,Scinax sugillatus
DB-N,N,10/10/22,4,C,487,priach,priach,0040,3.0,Y,Y,N,487,
DB-N,N,10/10/22,4,D,488,barpul,barpul,0040,2.3,Y,Y,N,475,
DB-C,C,10/10/22,1,A,489,scitsa,scitsa,0030,2.4,Y,Y,N,486,
DB-C,C,10/10/22,1,A,490,scitsa,scitsa,0030,1.9,Y,Y,N,486,
DB-C,C,10/10/22,1,B,491,scitsa,scitsa,0030,2.1,Y,Y,N,486,
DB-C,C,10/10/22,1,C,492,priach,priach,0030,4.5,Y,Y,N,473,
DB-C,C,10/10/22,2,A,493,scitsa,scitsa,0030,2.3,Y,Y,N,486,
DB-C,C,10/10/22,2,C,494,scitsa,scitsa,0030,2.5,Y,Y,N,486,
DB-C,C,10/10/22,2,C,495,scitsa,scitsa,0030,3.8,Y,Y,N,486,
DB-C,C,10/10/22,2,C,496,scitsa,scitsa,0030,2.3,Y,Y,N,486,
DB-C,C,10/10/22,2,D,497,scitsa,Boana sp?,0030,2.7,Y,Y,N,486,not sure sp ID
DB-C,C,10/10/22,3,A,R85,priach,priach,0030,NA,N,N,Y,R85,
DB-C,C,10/10/22,3,A,498,scitsa,priach,0030,2.7,Y,Y,N,486,
DB-C,C,10/10/22,3,B,R86,scitsa,priach,0030,NA,N,N,Y,486,
DB-C,C,10/10/22,3,B,499,scitsa,priach,0030,2.3,Y,Y,N,486,
DB-C,C,10/10/22,4,C,500,scitsa,priach,0030,3.5,Y,Y,N,486,
DB-C,C,10/10/22,4,D,501,scitsa,priach,0030,3.5,Y,Y,N,486,
DB-N,N,12/10/22,1,A,R87,priach,priach,0040,NA,N,N,Y,R87,
DB-N,N,12/10/22,1,D,R88,scitsa,scitsa,0040,NA,N,N,Y,R88,
DB-N,N,12/10/22,2,A,502,barpul,barpul,0040,2.0,Y,Y,N,502,
DB-N,N,12/10/22,2,B,503,priach,priach,0040,2.3,Y,Y,N,503,
DB-N,N,12/10/22,2,B,504,boapel,boapel,0040,4.6,Y,Y,N,504,
DB-N,N,12/10/22,2,B,R89,scitsa,scitsa,0040,NA,N,N,Y,R88,
DB-N,N,12/10/22,2,C,505,priach,priach,0040,3.4,Y,Y,N,505,
DB-N,N,12/10/22,2,D,506,boapel,boapel,0040,4.5,Y,Y,N,506,
DB-N,N,12/10/22,3,A,507,priach,priach,0040,4.2,Y,Y,N,507,
DB-N,N,12/10/22,3,B,508,priach,priach,0040,2.7,Y,Y,N,505,
DB-N,N,12/10/22,3,B,509,priach,priach,0040,3.5,Y,Y,N,509,
